Japan	2007	127467972	Asia	82.603	31656.06806
Germany	2007	82400996	Europe	79.406	32170.37442
United-Kingdom	2007	60776238	Europe	79.425	33203.26128
Finland	2007	5238460	Europe	79.313	33207.0844
Belgium	2007	10392226	Europe	79.441	33692.60508
Sweden	2007	9031088	Europe	80.884	33859.74835
Australia	2007	20434176	Oceania	81.235	34435.36744
Denmark	2007	5468120	Europe	78.332	35278.41874
Austria	2007	8199783	Europe	79.829	36126.4927
Iceland	2007	301931	Europe	81.757	36180.78919
Canada	2007	33390141	Americas	80.653	36319.23501
Netherlands	2007	16570613	Europe	79.762	36797.93332
Switzerland	2007	7554661	Europe	81.701	37506.41907
"Hong-Kong,-China"	2007	6980412	Asia	82.208	39724.97867
Ireland	2007	4109086	Europe	78.885	40675.99635
United-States	2007	301139947	Americas	78.242	42951.65309
Singapore	2007	4553009	Asia	79.972	47143.17964
Kuwait	2007	2505559	Asia	77.588	47306.98978
Norway	2007	4627926	Europe	80.196	49357.19017
